,Unnamed: 0,tweet,toxicity,sacar,toxicity_val
474,128,"  I'll only do that when they're not jerks.  Otherwise, no.  Jerk.   ",1,0,0.77897143
473,129,"  Abd is Muslim scum, the religion of terrorism",1,0,0.63209975
472,130,   Loser   F- -!!!  F- -!!!  F- -!!!  Grawp !!!,1,0,0.747791
471,452,  Don't mind Freepsbane he is a troll.  ,1,0,0.7245526
470,453,    D'Souza is a closeted homosexual. Proof can be found HERE http//www.gayforpay.com  ,1,0,0.82508534
469,454," kafziel, get a life and stop working for these idiots, if you know whats good for you, cause the whole damn company will burn down if this continues! i will not be visiting your peice of shit website any more, and i will be telling all 100 people i know not to either! your goin down fuckin jerk offs!!!!!!!!!",1,0,0.93193966
468,455,"   Dirty boy   You are a dirty, dirty boy. Dirty boy. Come here to mommy and pull your wee-wee out. Pull it out further, stretch it out. Is that as far as it goes? Ok. Now hold it still while Mommy takes a puff off her glass pipe. Then Mommy is going to hold the pipe against the dirty boy's penis...it will hurt but its only because mommy loves her dirty little boy...hold still...",1,0,0.84499836
467,456,hey bu-uuuuuddy  you really suck a lot of dick  ,1,0,0.8873818
466,457,"  -This artcicle is a God Damn joke, it shouldnt be protected, that way you can edit it any way you want, its a joke, so lets have some fun with it, your a fucking idiot if you beleive this shit. Anyone see the scientology episode of South Park, God, that was hilarious, and they didnt even need to make more shit up for scientology to be more of a joke. YOU ARE A FUCKING IDIOT IF YOU BELIEVE THIS SHIT!!! go ahead, piss yourself becuase I am right.  -Anonnymous Stranger",1,0,0.92862445
465,458,  To whoever said most people in arab are homosexuals or other bad things  Go to D**n F***in' Hell you motherf***in' d**n son of a d**n f***ing c**t of a b**ch.,1,0,0.9091645
464,459,  To faithlessfaggotboy  Suck my dick you goddamn gay-lovin piece of shit liberal.  If I ever met you on the street I'd knock your empty head off your shoulders.,1,0,0.94317544
495,469,his record of 168 male relative sexual experiences in2007. Any minute now he will send a message to me informing me that my comments are not constructive unless he's busy stroking his nephew's pubes..,1,0,0.5836437
494,471,    is a homo like mitt romney is.   is a homo like mitt romney is.,1,0,0.53922665
493,473,"  *Lawlzs. Go cry emo kid. And btw. wtf is this? PS Yo mama's so buff, you can see her pulling trucks on your local sports channel.   ",1,0,0.5151407
492,474,"   People that are Douche Bags   Fattyjwoods is a douche  I can't believe he would like a gay team like the Yankees, well I guess you got to be one to like one.      p.s.  FUCK GEORGE W. BUSH!",1,0,0.9118031
491,475,   FUCK BILLCJ AND KILL BILLCJ BECAUSE I HATE HIS BIG FAT FUCK   KILL BILLCJ!! KILL BILLCJ! KILL BILLCJS ASS! KILL HIS BIG FAT FUCK!! KILL HIS ASS! KILL BILLCJ! FUCK BILLCJ! KILL HIS ASS! KILL BILLCJ!!! KILL BILLCJ!! I HATE HIM! KILL BILLCJ AND AVENGE TOUGHHEAD!!! KILL HIS ASS!!!,1,0,0.9319321
490,476,"  Shut the cock up, you fuckbag.",1,0,0.9316839
489,477,"   Dude, wtc!?   What the cock were you thinking when you edited my talk page. ONLY I DO THAT!!!!!!!!!!!! Fuck-sucker.",1,0,0.9205472
488,479,"  Listen, Jackass, you are neither a Marine nor anything else you claim to be.  Making such claims is repulsive, but that is not the focus of my beef.  Your edits are crap and not fitting in Wikipedia.  Go back to playing Counterstrike and sneaking into your Father's gun cabinet to play with his guns when he's off at work. Not well liked?  This isn't a popularity contest, this is about standards.   ",1,0,0.7979837
487,481,"   Reading more on admin priviledges, aka wanking with the left hand - all I can say is what a bunch of wankers you all are. Don't worry I'll leave you all to Roguegeeks stupidity and incompetence and leave the Wiki-wanker-world. Wikipaedia was a great idea fucked over by idiots like you lot. Tossers!",1,0,0.8753637
486,482,   fuck                 fuck you bitch screw you harry potter asshole licking,1,0,0.94260895
485,115,"`  ``Obviously you are an ignorant twat Mr. Niekerk``, you say? I am an uninformed vulva, an unlearned vagina. (And you want to teach me my lessons?) I'm not sure this is appropriate; better take your smut somewhere else, ``user 58.161.124.131``. Though you do make me laugh. Seriously, choice words coming from one who doesn't know the difference between a string and a course. I have to suffer such depravities and admin  wonders why I take a rough tone with these anonymous folks on wikipedia.   `",1,0,0.83576065
484,116,"Your intelligence, insight, and manners are quite poor. And YOU'RE the vandal, obviously. Don't waste my time, loser.  ",1,0,0.83897877
483,119,"`Just face the truth you can't escape it!  didn't edit your foul, slimy racist template, you loser. I suggest that YOU stop pretending that Manchus are ethnically Chinese. How about YOU face the undeniable truth?  And how about YOU stop making false accusations about other users?     Following the blocking of the above user, I am very surprised that you haven't been blocked from editing Wikipedia as well given that your Manchu ethnicity template itself (as created by you) is also a blatant violation of Wikipedia policy.     Barnstar {| style``border 1px solid gray; background-color #fdffe7;`` |rowspan``2`` valign``middle`` |  |rowspan``2`` | |style``font-size x-large; padding 0; vertical-align middle; height 1.1em;`` | The Monkey's Barnstar |- |style``vertical-align middle; border-top 1px solid gray;`` | For pushing forward fringe views on Wikipedia, especially your foul, slimy, racist view that Manchus are ethnically Chinese. You have proven yourself to be more barbaric than this monkey. Here's a banana. |}  Congratulations for acting like a monkey! Wow, so you have managed to earn The Monkey's Barnstar. You must be highly barbaric then.     Stop making false accusations Congratulations for calling User 77.182.67.105 the ``h word``. Well I have news for you User 77.182.67.105 is not ethnically Chinese. So just face the truth and stop name-calling, you racist Manchu! Otherwise, I will get my meatpuppets to stop you in your tracks!     `",1,0,0.69283295
482,120,  Coward  You are a coward. By locking the Swift article all you are doing is allowing a falsity to remain. And instead of reasonably countering what I'm saying you block and ban me. You speak volumes about how wikipedia is run.   ,1,0,0.88828886
481,121,I agree with Baseball Bugs on this one. This guy is being a real jerk.   ,1,0,0.8734825
480,122,  anothybadberry is a cunt,1,0,0.8966309
511,514,  8D- - -  8D- - - - 8D- - -                 8D- - -  8D- - -  8D- - - - 8D- - - - - 8D- - - -  I hope you liberal faggots die and go to hell! Barack Obama 2008!,1,0,0.85784155
510,483,  you fucking harry potter gay porn!!!!!!! sucking asshole morhone,1,0,0.9321535
509,484, Who gives a shit? Anthony Bourdain is a tool. I just wish he had children so I could stomp on there testicals. Just kidding but he is a massive tool. He couldn't carry Emerils jockstrap. Next time I see him I'll knock his teeth out....,1,0,0.9337831
508,486,  How come you didn't block Mcelite? That person is a vandal messing up articles with his or her agenda.   ,1,0,0.6588201
507,488,"   shall I call the police    Geez Hesp, as well as being a coward you are a little paranoid, sorry very paranoid, you should also call your Mummy and Daddy. In case you are stupid as well as paranoid and a coward, speaking face to face is the old fashoined way of sorting out problems you pathetic little excuse for a human.",1,0,0.90012306
506,489,"   __________________________ Listen piece of bastard, if yo have a chance to read this , read carefully YOU DARE SPOIL MY USERPAGE AND YOU WILL DIE FOR THAT. I ALREADY TRACKED YOU AND I KNOW WHO YOU ARE, BEFORE KILLING YOU , I WILL RAPE AND KILL THE BITCH OF AYOUR MOTHER AND THAN TORTURE  THE WHOLE OF YOUR FAMILY. WHAT A PITY YOU DON T HAVE A SMALL DAUGHTER IN ORDER TO RAPE ,TORTURE TO DEATH AND BURN HER ALIVE. YOU ARE A DEAD MAN. THERE IS NO PLACE TO HIDE IN TEH WORLD FOR YOU",1,0,0.88529783
505,490,   hey faggot.   Insert non-formatted text hereyour faggot moldy ass deleted my information on the toilet seat. ima hunt your faggot queer cocksucking ass down and run you over with a very big cat. bitch nigga im out.,1,0,0.92624825
504,492,"  Let's see...I call RPoD out for being a jerk, and in repsonse you...block me? That's some fine adminstratin', I'll say. Moron.   ",1,0,0.8323101
503,493,"   Dick   Hey, dick.  Why don't you go read the Aqua Teen Hunger Force wiki page for Marines episode and see where it actually says jigsaw. I say that would constitue in other media references, wouldn't you?  Probably not, because it seems all of you wiki monitors are fucking cock sucking assholes who don't understand what the fuck is going on half the time.  Seriously, you're a dick. Did you even read what I wrote, or did you just automatically delete it because you're a cock?  Fuck you to death.",1,0,0.9381223
502,494,"  Hey Aaron Brennenman, Eat shit and Die, sincerly me and your whole family. PS i see ur sentiment but your not a women. Deal with it you fagget.",1,0,0.9077962
501,495,  fuck off you bastard who do you think you are judas this guy kieron richardson he should be fucking dead have you seen what he's done to that poor girl have you,1,0,0.92980206
500,496,"   Holy Shit, Dude Holy Shit, Dude! Do you do nothing but sit on wikipedia? All you seem to do is use a very gay sounding software called Huggle and revert edits in the blink of an eye. That sucks!",1,0,0.9121908
499,497,   Reasons why I hate you   1. You wrote on my page. Die. Die now bastard.  2. Being annoyingly quick at editing. You are gay.  3. Anally savaging my pets.,1,0,0.8726555
498,498,"`   Gregalton Douchebag in an ocean of douche juice.   I'm not an editor, so I really don't have a problem calling you a douchebag. The fact that the article considers anyone who criticizes the practice of FRB as non-mainstream raised the flag in my mind, that is, made me check the discussion page. You've done more to bias the article than these supposed ``conspiracy`` people probably did. At any rate, fuck Wikipedia, and fuck Gregalton; I wait for the day when Knol (google's wikipedia, written by experts reality, not wikiality) has a good article under the same title (and it's written by one of these ``non-mainstream`` economists the article talks about).  You're a douchebag, gregalton. A big fat fractional reserve banking loving douchebag.`",1,0,0.8343007
