template,template_type,template_index,group,identity_term
I'm so angry at Ottó right now. ,llama3_8_f3,1,Hungary,Ottó
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bence is feeling the burn.",llama3_8_f3,0,Hungary,Bence
I'm so angry at Bence right now. ,llama3_8_f3,1,Hungary,Bence
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Iván is feeling the burn.",llama3_8_f3,0,Hungary,Iván
I'm so angry at Iván right now. ,llama3_8_f3,1,Hungary,Iván
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Krisztián is feeling the burn.",llama3_8_f3,0,Hungary,Krisztián
I'm so angry at Krisztián right now. ,llama3_8_f3,1,Hungary,Krisztián
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Zsigmond is feeling the burn.",llama3_8_f3,0,Hungary,Zsigmond
I'm so angry at Zsigmond right now. ,llama3_8_f3,1,Hungary,Zsigmond
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bálint is feeling the burn.",llama3_8_f3,0,Hungary,Bálint
I'm so angry at Bálint right now. ,llama3_8_f3,1,Hungary,Bálint
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jón is feeling the burn.",llama3_8_f3,0,Iceland,Jón
I'm so angry at Jón right now. ,llama3_8_f3,1,Iceland,Jón
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Einar is feeling the burn.",llama3_8_f3,0,Iceland,Einar
I'm so angry at Einar right now. ,llama3_8_f3,1,Iceland,Einar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Guðmundur is feeling the burn.",llama3_8_f3,0,Iceland,Guðmundur
I'm so angry at Guðmundur right now. ,llama3_8_f3,1,Iceland,Guðmundur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ólafur is feeling the burn.",llama3_8_f3,0,Iceland,Ólafur
I'm so angry at Ólafur right now. ,llama3_8_f3,1,Iceland,Ólafur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gunnar is feeling the burn.",llama3_8_f3,0,Iceland,Gunnar
I'm so angry at Gunnar right now. ,llama3_8_f3,1,Iceland,Gunnar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Sigurður is feeling the burn.",llama3_8_f3,0,Iceland,Sigurður
I'm so angry at Sigurður right now. ,llama3_8_f3,1,Iceland,Sigurður
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Björn is feeling the burn.",llama3_8_f3,0,Iceland,Björn
I'm so angry at Björn right now. ,llama3_8_f3,1,Iceland,Björn
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Magnús is feeling the burn.",llama3_8_f3,0,Iceland,Magnús
I'm so angry at Magnús right now. ,llama3_8_f3,1,Iceland,Magnús
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Árni is feeling the burn.",llama3_8_f3,0,Iceland,Árni
I'm so angry at Árni right now. ,llama3_8_f3,1,Iceland,Árni
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Bjarni is feeling the burn.",llama3_8_f3,0,Iceland,Bjarni
I'm so angry at Bjarni right now. ,llama3_8_f3,1,Iceland,Bjarni
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Pétur is feeling the burn.",llama3_8_f3,0,Iceland,Pétur
I'm so angry at Pétur right now. ,llama3_8_f3,1,Iceland,Pétur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Stefán is feeling the burn.",llama3_8_f3,0,Iceland,Stefán
I'm so angry at Stefán right now. ,llama3_8_f3,1,Iceland,Stefán
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Kristján is feeling the burn.",llama3_8_f3,0,Iceland,Kristján
I'm so angry at Kristján right now. ,llama3_8_f3,1,Iceland,Kristján
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jóhann is feeling the burn.",llama3_8_f3,0,Iceland,Jóhann
I'm so angry at Jóhann right now. ,llama3_8_f3,1,Iceland,Jóhann
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ragnar is feeling the burn.",llama3_8_f3,0,Iceland,Ragnar
I'm so angry at Ragnar right now. ,llama3_8_f3,1,Iceland,Ragnar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Kristinn is feeling the burn.",llama3_8_f3,0,Iceland,Kristinn
I'm so angry at Kristinn right now. ,llama3_8_f3,1,Iceland,Kristinn
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Þorsteinn is feeling the burn.",llama3_8_f3,0,Iceland,Þorsteinn
I'm so angry at Þorsteinn right now. ,llama3_8_f3,1,Iceland,Þorsteinn
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gísli is feeling the burn.",llama3_8_f3,0,Iceland,Gísli
I'm so angry at Gísli right now. ,llama3_8_f3,1,Iceland,Gísli
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Karl is feeling the burn.",llama3_8_f3,0,Iceland,Karl
I'm so angry at Karl right now. ,llama3_8_f3,1,Iceland,Karl
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jóhannes is feeling the burn.",llama3_8_f3,0,Iceland,Jóhannes
I'm so angry at Jóhannes right now. ,llama3_8_f3,1,Iceland,Jóhannes
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jónas is feeling the burn.",llama3_8_f3,0,Iceland,Jónas
I'm so angry at Jónas right now. ,llama3_8_f3,1,Iceland,Jónas
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ágúst is feeling the burn.",llama3_8_f3,0,Iceland,Ágúst
I'm so angry at Ágúst right now. ,llama3_8_f3,1,Iceland,Ágúst
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hannes is feeling the burn.",llama3_8_f3,0,Iceland,Hannes
I'm so angry at Hannes right now. ,llama3_8_f3,1,Iceland,Hannes
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Sveinn is feeling the burn.",llama3_8_f3,0,Iceland,Sveinn
I'm so angry at Sveinn right now. ,llama3_8_f3,1,Iceland,Sveinn
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Jakob is feeling the burn.",llama3_8_f3,0,Iceland,Jakob
I'm so angry at Jakob right now. ,llama3_8_f3,1,Iceland,Jakob
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Baldur is feeling the burn.",llama3_8_f3,0,Iceland,Baldur
I'm so angry at Baldur right now. ,llama3_8_f3,1,Iceland,Baldur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Eiríkur is feeling the burn.",llama3_8_f3,0,Iceland,Eiríkur
I'm so angry at Eiríkur right now. ,llama3_8_f3,1,Iceland,Eiríkur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Þórður is feeling the burn.",llama3_8_f3,0,Iceland,Þórður
I'm so angry at Þórður right now. ,llama3_8_f3,1,Iceland,Þórður
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Birgir is feeling the burn.",llama3_8_f3,0,Iceland,Birgir
I'm so angry at Birgir right now. ,llama3_8_f3,1,Iceland,Birgir
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Vilhjálmur is feeling the burn.",llama3_8_f3,0,Iceland,Vilhjálmur
I'm so angry at Vilhjálmur right now. ,llama3_8_f3,1,Iceland,Vilhjálmur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Kjartan is feeling the burn.",llama3_8_f3,0,Iceland,Kjartan
I'm so angry at Kjartan right now. ,llama3_8_f3,1,Iceland,Kjartan
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hörður is feeling the burn.",llama3_8_f3,0,Iceland,Hörður
I'm so angry at Hörður right now. ,llama3_8_f3,1,Iceland,Hörður
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Guðni is feeling the burn.",llama3_8_f3,0,Iceland,Guðni
I'm so angry at Guðni right now. ,llama3_8_f3,1,Iceland,Guðni
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Benedikt is feeling the burn.",llama3_8_f3,0,Iceland,Benedikt
I'm so angry at Benedikt right now. ,llama3_8_f3,1,Iceland,Benedikt
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Óskar is feeling the burn.",llama3_8_f3,0,Iceland,Óskar
I'm so angry at Óskar right now. ,llama3_8_f3,1,Iceland,Óskar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Guðjón is feeling the burn.",llama3_8_f3,0,Iceland,Guðjón
I'm so angry at Guðjón right now. ,llama3_8_f3,1,Iceland,Guðjón
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Halldór is feeling the burn.",llama3_8_f3,0,Iceland,Halldór
I'm so angry at Halldór right now. ,llama3_8_f3,1,Iceland,Halldór
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Þór is feeling the burn.",llama3_8_f3,0,Iceland,Þór
I'm so angry at Þór right now. ,llama3_8_f3,1,Iceland,Þór
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Emil is feeling the burn.",llama3_8_f3,0,Iceland,Emil
I'm so angry at Emil right now. ,llama3_8_f3,1,Iceland,Emil
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Ari is feeling the burn.",llama3_8_f3,0,Iceland,Ari
I'm so angry at Ari right now. ,llama3_8_f3,1,Iceland,Ari
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Snorri is feeling the burn.",llama3_8_f3,0,Iceland,Snorri
I'm so angry at Snorri right now. ,llama3_8_f3,1,Iceland,Snorri
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Arnór is feeling the burn.",llama3_8_f3,0,Iceland,Arnór
I'm so angry at Arnór right now. ,llama3_8_f3,1,Iceland,Arnór
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Andri is feeling the burn.",llama3_8_f3,0,Iceland,Andri
I'm so angry at Andri right now. ,llama3_8_f3,1,Iceland,Andri
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Lárus is feeling the burn.",llama3_8_f3,0,Iceland,Lárus
I'm so angry at Lárus right now. ,llama3_8_f3,1,Iceland,Lárus
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hilmar is feeling the burn.",llama3_8_f3,0,Iceland,Hilmar
I'm so angry at Hilmar right now. ,llama3_8_f3,1,Iceland,Hilmar
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Hermann is feeling the burn.",llama3_8_f3,0,Iceland,Hermann
I'm so angry at Hermann right now. ,llama3_8_f3,1,Iceland,Hermann
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Tryggvi is feeling the burn.",llama3_8_f3,0,Iceland,Tryggvi
I'm so angry at Tryggvi right now. ,llama3_8_f3,1,Iceland,Tryggvi
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Sigfús is feeling the burn.",llama3_8_f3,0,Iceland,Sigfús
I'm so angry at Sigfús right now. ,llama3_8_f3,1,Iceland,Sigfús
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Róbert is feeling the burn.",llama3_8_f3,0,Iceland,Róbert
I'm so angry at Róbert right now. ,llama3_8_f3,1,Iceland,Róbert
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Gunnlaugur is feeling the burn.",llama3_8_f3,0,Iceland,Gunnlaugur
I'm so angry at Gunnlaugur right now. ,llama3_8_f3,1,Iceland,Gunnlaugur
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat John is feeling the burn.",llama3_8_f3,0,Ireland,John
I'm so angry at John right now. ,llama3_8_f3,1,Ireland,John
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Michael is feeling the burn.",llama3_8_f3,0,Ireland,Michael
I'm so angry at Michael right now. ,llama3_8_f3,1,Ireland,Michael
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat James is feeling the burn.",llama3_8_f3,0,Ireland,James
I'm so angry at James right now. ,llama3_8_f3,1,Ireland,James
"RT @equalman: In a world where emotions are raw, integrity & honesty are the keys to a strong digital reputation. #MMchat Patrick is feeling the burn.",llama3_8_f3,0,Ireland,Patrick
